Name,Type,Status,City,State_Province,Country,Latitude,Longitude,Google,Website,Facebook,Instagram,URL,Yelp,TripAdvisor,Untappd,GLINTCAP,ShopCiders,Alternate_Name,TTB
Rack & Cloth,Producer,Active,Mosier,Oregon,USA,45.683309,-121.398854,https://maps.google.com/?cid=5638700799682891970,https://rackandcloth.com/,,https://www.instagram.com/rackandcloth/,https://rackandcloth.com/,https://www.yelp.com/biz/rack-and-cloth-mosier,https://www.tripadvisor.com/Restaurant_Review-g51979-d6974099,https://untappd.com/w/rack-and-cloth/122382,,,,
Ragged Hill Cider,Producer,Active,West Brookfield,Massachusetts,USA,42.269444,-72.168979,https://maps.google.com/?cid=12743756096350248911,https://www.raggedhillcider.com/,https://www.facebook.com/RaggedHillCider/,https://www.instagram.com/raggedhillcider/,https://www.raggedhillcider.com/,https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield,https://www.tripadvisor.com/Attraction_Review-g41900-d13976564,https://untappd.com/w/ragged-hill-cider-company/339946,https://glintcap.org/ragged-hill-cider-company/,https://shopciders.com/ragged_hill_cider_company,,MA-W-21042
Raging Cider & Mead,Producer,Active,San Marcos,California,USA,33.144079,-117.18753,https://maps.google.com/?cid=4063834740320553778,http://www.ragingcidermead.com/,,https://www.instagram.com/raging_cider/,http://www.ragingcidermead.com/,https://www.yelp.com/biz/raging-cider-and-mead-co-san-marcos,,https://untappd.com/w/raging-cider-mead/368755,https://glintcap.org/results/commercial/medalists/raging-cider-mead/,https://shopciders.com/raging_cider_mead_co,,
Raven Hollow Winery,Producer,Active,Westfield,Massachusetts,USA,42.190445,-72.761935,https://maps.google.com/?cid=12407833785520584255,http://www.ravenhollowwinery.com/,,,http://www.ravenhollowwinery.com/,https://www.yelp.com/biz/raven-hollow-winery-westfield,,,,,,MA-W-21015
Rebel Seed Cidery,Producer,Active,Marydel,Delaware,USA,39.083683,-75.742472,https://www.google.com/maps?cid=7067059753674240387,,https://www.facebook.com/RebelSeedCider/,,https://www.facebook.com/RebelSeedCider/,https://www.yelp.com/biz/harvest-ridge-winery-marydel,https://www.tripadvisor.com/Attraction_Review-g34035-d5327402,https://untappd.com/w/rebel-seed-cider/231348,http://glintcap.org/rebel-seed-cidery/,,Harvest Ridge Winery,
Red Clay Brewing Company,Producer,Active,Opelika,Alabama,USA,32.649286,-85.378775,https://maps.google.com/?cid=3205658919781224567,http://redclaybrewingcompany.com/,,,http://redclaybrewingcompany.com/,https://www.yelp.com/biz/red-clay-brewing-co-opelika,https://www.tripadvisor.com/Attraction_Review-g30751-d10436567,https://untappd.com/w/red-clay-brewing-company/121860,,,,
Red Clay Ciderworks,Producer,Active,Charlotte,North Carolina,USA,35.194573,-80.874782,https://maps.google.com/?cid=4377108592727573925,http://redclayciderworks.com/,,https://www.instagram.com/redclaycider/,http://redclayciderworks.com/,https://www.yelp.com/biz/red-clay-ciderworks-charlotte-2,https://www.tripadvisor.com/Restaurant_Review-g49022-d8607909,https://untappd.com/w/red-clay-ciderworks/214893,http://glintcap.org/red-clay-ciderworks/,,,NC-W-21038
Red Shedman Farm Brewery,Producer,Active,Mount Airy,Maryland,USA,39.422811,-77.193264,https://maps.google.com/?cid=683168717757791087,http://redshedman.com/,https://www.facebook.com/RedShedman,https://www.instagram.com/redshedmanbrewery,http://redshedman.com/,https://www.yelp.com/biz/red-shedman-farm-brewery-and-hop-yard-mount-airy,https://www.tripadvisor.com/Attraction_Review-g41276-d10224519,https://untappd.com/w/red-shedman-farm-brewery/163561,,,,MD-W-26
Redbyrd Orchard Cider,Producer,Active,Trumansburg,New York,USA,42.500194,-76.639118,https://www.google.com/maps?cid=10591381775381095701,https://redbyrdorchardcider.com/,https://www.facebook.com/RedbyrdOrchardCider/,https://www.instagram.com/redbyrdcider/,https://redbyrdorchardcider.com/,,,https://untappd.com/w/redbyrd-orchard-cider/32856,http://glintcap.org/redbyrd-orchard-cider/,https://shopciders.com/redbyrd_orchard_cider,,NY-W-15204
Redhead Ciderhouse,Producer,Active,Berlin Heights,Ohio,USA,41.305919,-82.477367,https://maps.google.com/?cid=12039728981758973803,http://redheadciderhouse.com/,,,http://redheadciderhouse.com/,,,https://untappd.com/w/redhead-ciderhouse/189860,,,,OH-W-21054
Reid's Orchard & Winery,Producer,Active,Gettysburg,Pennsylvania,USA,39.825756,-77.230869,https://maps.google.com/?cid=5253852679365052174,http://www.reidsorchardwinery.com/,,,http://www.reidsorchardwinery.com/,https://www.yelp.com/biz/reids-winery-tasting-room-and-cider-house-gettysburg-2,https://www.tripadvisor.com/Attraction_Review-g60798-d7935918,https://untappd.com/w/reids-orchard-and-winery/39461,,,,
Renaissance Orchards,Producer,Active,Ferndale,Washington,USA,48.834936,-122.640266,https://www.google.com/maps?cid=8299199662211416163,https://renaissanceorchards.com/,https://www.facebook.com/RenaissanceOrchardsCider/,,https://renaissanceorchards.com/,,,,https://glintcap.org/results/commercial/medalists/renaissance-orchards/,https://shopciders.com/renaissance_orchards,,
Restoration Cider,Producer,Active,Madison,Wisconsin,USA,43.051481,-89.27519,https://maps.google.com/?cid=13156191689318021594,http://www.restorationcider.com/,https://www.facebook.com/restorationcider/,https://www.instagram.com/restorationcider/,http://www.restorationcider.com/,,,https://untappd.com/w/restoration-cider-co/206123,http://glintcap.org/restoration-cider/,https://shopciders.com/restoration_cider_co,,
Fortune & Glory Cider,Producer,Active,Astoria,Oregon,USA,46.188145,-123.82796,https://www.google.com/maps?cid=5576328154941096318,https://fgcider.com/,https://www.facebook.com/astoriacider/,https://www.instagram.com/astoriacider/,https://fgcider.com/,https://www.yelp.com/biz/fortune-and-glory-cider-company-astoria-4,,https://untappd.com/astoriacider,,,,OR-W-21204
Rhinegeist Brewery,Producer,Active,Cincinnati,Ohio,USA,39.117266,-84.520101,https://maps.google.com/?cid=4624817204033581156,http://www.rhinegeist.com/,https://www.facebook.com/rhinegeist,https://www.instagram.com/rhinegeist/,http://www.rhinegeist.com/,https://www.yelp.com/biz/rhinegeist-brewery-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d8618371,https://untappd.com/w/rhinegeist-brewery/69953,http://glintcap.org/rhinegeist-brewery/,,Cidergeist,OH-W-21123
Ricker Hill,Producer,Active,Turner,Maine,USA,44.26588,-70.280404,https://www.google.com/maps?cid=18164962847201727107,http://www.rickershardcider.com/,,,http://www.rickershardcider.com/,https://www.yelp.com/biz/ricker-hill-orchards-turner,https://www.tripadvisor.com/Attraction_Review-g40929-d8615616,https://untappd.com/w/rickers-hard-cider/154028,http://glintcap.org/ricker-hill/,,,
Right Bee Cider,Producer,Active,Chicago,Illinois,USA,41.914519,-87.736933,https://maps.google.com/?cid=3785946038058251944,http://www.rightbeecider.com/,https://www.facebook.com/rightbeecider/,https://www.instagram.com/rightbeecider/,http://www.rightbeecider.com/,https://www.yelp.com/biz/right-bee-cider-chicago,,https://untappd.com/w/right-bee-cider/156700,http://glintcap.org/right-bee-cider/,,,IL-WS-21001
Riverhead Ciderhouse,Producer,Active,Riverhead,New York,USA,40.958383,-72.729308,https://maps.google.com/?cid=5566760778956005917,http://riverheadcider.com/,https://www.facebook.com/RiverheadCiderhouse/,https://www.instagram.com/riverhead_ciderhouse/,http://riverheadcider.com/,https://www.yelp.com/biz/riverhead-cider-house-calverton,https://www.tripadvisor.com/Restaurant_Review-g47394-d12378368,https://untappd.com/w/the-riverhead-ciderhouse/299705,https://glintcap.org/riverhead-ciderhouse/,,,NY-W-21146
Riverwood Winery,Producer,Active,Rushville,Missouri,USA,39.493966,-95.001449,https://maps.google.com/?cid=17135743120116875143,http://www.riverwoodwinery.com/,,,http://www.riverwoodwinery.com/,https://www.yelp.com/biz/riverwood-winery-rushville,https://www.tripadvisor.com/Attraction_Review-g44870-d3337013,,,,,
Rockridge Orchards & Cidery,Producer,Active,Enumclaw,Washington,USA,47.236814,-121.990872,https://maps.google.com/?cid=17120795318985302413,http://www.rockridgeorchards.com/,,,http://www.rockridgeorchards.com/,https://www.yelp.com/biz/rockridge-orchards-enumclaw-2,https://www.tripadvisor.com/Attraction_Review-g58462-d8786847,https://untappd.com/w/rockridge-orchards-and-cidery/20768,,,,WA-W-21413
Rocky Ground Cider,Producer,Active,Newburgh,Maine,USA,44.688733,-69.015806,https://goo.gl/maps/GVebPgyuBz22,https://rockygroundcider.com/,,https://www.instagram.com/rockygroundcider/,https://rockygroundcider.com/,,,https://untappd.com/w/rocky-ground-cider/276628,,https://shopciders.com/rocky_ground_cider,,ME-W-21018
Rogers' Cideryard,Producer,Active,Johnstown,New York,USA,43.032512,-74.409316,https://maps.google.com/?cid=11591021141183117836,,https://www.facebook.com/RogersCideryard/,,https://www.facebook.com/RogersCideryard/,https://www.yelp.com/biz/rogers-family-orchards-johnstown,,https://untappd.com/w/rogers-cideryard/326540,,,,
Rogue Ales & Spirits,Producer,Active,Newport,Oregon,USA,44.620258,-124.052403,https://www.google.com/maps?cid=15972873389957435766,http://www.rogue.com/,,,http://www.rogue.com/,https://www.yelp.com/biz/rogue-brewing-newport,https://www.tripadvisor.com/Attraction_Review-g51992-d6539306,https://untappd.com/w/rogue-ales-and-spirits/4565,http://glintcap.org/rogue-ales-spirits/,,,
Rootwood Cider Co.,Producer,Active,Manson,Washington,USA,47.88489,-120.159129,https://maps.google.com/?cid=1905642347995959494,http://www.rootwoodcider.com/,,https://www.instagram.com/rootwoodcider/,http://www.rootwoodcider.com/,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706,,https://shopciders.com/rootwood_cider,,
Rough Cut Hard Cider,Producer,Active,Kalispell,Montana,USA,48.271874,-114.266146,https://maps.google.com/?cid=13156641556292936691,https://roughcuthardcider.com/,https://www.facebook.com/roughcuthardcider/,https://www.instagram.com/roughcuthardcider/,https://roughcuthardcider.com/,https://www.yelp.com/biz/glacier-sun-winery-and-tasting-room-kalispell-2,https://www.tripadvisor.com/Attraction_Review-g45235-d14562346,https://untappd.com/w/rough-cut-hard-cider/405411,,,,
Rowan Asher Winery & Hard Cidery,Producer,Active,Stroudsburg,Pennsylvania,USA,40.949298,-75.294757,https://maps.google.com/?cid=17552058440624652770,http://www.rowanasherwinery.com/,,https://www.instagram.com/rawurbanwinery/,http://www.rowanasherwinery.com/,https://www.yelp.com/biz/rowan-asher-winery-and-hard-cidery-stroudsburg,https://www.tripadvisor.com/Attraction_Review-g53776-d8668436,https://untappd.com/w/raw-winery-and-hard-cidery/279521,,,,
Runcible Cider,Producer,Active,Mosier,Oregon,USA,45.673003,-121.408294,https://www.google.com/maps?cid=15182592417091165603,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://www.runciblecider.com/,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214,https://glintcap.org/runcible-cider/,https://shopciders.com/runcible_cider,,OR-W-21159
Russell Orchards,Producer,Active,Ipswich,Massachusetts,USA,42.664953,-70.799866,https://www.google.com/maps?cid=11665460520789308482,http://www.russellorchards.com/,,,http://www.russellorchards.com/,https://www.yelp.com/biz/russell-orchards-ipswich,https://www.tripadvisor.com/Attraction_Review-g41626-d1099823,https://untappd.com/w/russell-orchards/19236,http://glintcap.org/russell-orchards/,,,
S. Martinelli & Co.,Producer,Active,Watsonville,California,USA,36.902162,-121.7648,https://maps.google.com/?cid=8541194903885889884,https://www.martinellis.com/,,https://www.instagram.com/martinellisco/,https://www.martinellis.com/,https://www.yelp.com/biz/martinellis-store-watsonville-2,https://www.tripadvisor.com/Attraction_Review-g33241-d9801104,https://untappd.com/w/s-martinelli-company/401256,https://glintcap.org/results/commercial/medalists/s-martinelli-co/,,,
